# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,60.08823130969789,0.0,0.2516870315532423,3.973188423053328,0.0,0.0
 0.06938776345466466,0.012036654293101242,0.17346940863666166,2.5,60.08823130969789,0.0,0.2516870315532423,3.973188423053328,0.0,0.0
 0.09827768340680149,0.02414625763951876,0.41916361715366535,8.50449599459105,60.26233319446856,0.0,0.2455734177086571,4.072101978017743,6.026388617867733,208.59831483963646
 0.12054584724584227,0.03632825322054485,0.5470588266316094,5.743410655786392,60.43322854774942,0.0,0.2396602177720577,4.172574027079897,7.674425000468626,74.00863378378497
 0.13940169316775006,0.04858208014508883,0.6498688510339805,5.452421749104378,60.60099908814327,0.0,0.23393937705196657,4.274611707535936,8.897534541206868,64.86633088771502
 0.15608609622973235,0.060907173590593174,0.7387194734937064,5.325370175345633,60.765723861265116,0.0,0.2284032159904048,4.378222065148198,9.872979723032085,58.4644939469187
 0.17123430139791745,0.0733029649380821,0.8183009940691248,5.253528037932765,60.927479342566386,0.0,0.22304441016592466,4.483412066933627,10.678194512508185,53.15578846048674
 0.18522298118929226,0.0857688819016223,0.8911432064680246,5.207225662840114,61.08633953574313,0.0,0.2178559723416722,4.590188596857286,11.356339236151596,48.478107566773176
 0.1982970989726888,0.09830434865246084,0.9588002004049514,5.174880252558818,61.24237606685321,0.0,0.2128312347618818,4.6985584663774205,11.934765595292195,44.24209485669233
 0.2106264807075382,0.11090878593810741,1.0223089492005681,5.151008392911314,61.39565827441287,0.0,0.20796383287992684,4.808528416464488,12.43227039733867,40.351155698283
 0.2223345328072787,0.1235816111965772,1.0824025337870415,5.132671436250731,61.546253295678184,0.0,0.2032476899052622,4.920105121323248,12.862517178981138,36.747938767030654
 0.23351422968722127,0.13632223866604082,1.1396219062362491,5.118150613892269,61.69422614918755,0.0,0.1986770021289088,5.033295194132052,13.235855595945932,33.39432374366047
 0.24423765433698452,0.1491300794900808,1.194379710060513,5.106372787864247,61.839639813868516,0.0,0.1942462251567558,5.148105190682623,13.560375479877537,30.262709398416902
 0.2545620095919813,0.1620045418187699,1.2469991598224144,5.096633006350189,61.982555304692674,0.0,0.18995006078193438,5.264541616272582,13.842558425620657,27.33177411795755
 0.2645335751134508,0.1749450309057593,1.297738961763581,5.088448933311421,62.123031745248646,0.0,0.18578344469436792,5.382610929865676,14.087701700752596,24.58423149345291
 0.27419040771081293,0.18795094920155456,1.3468099570606613,5.081479336245784,62.26112643718461,0.0,0.18174153489430034,5.502319547271312,14.300205636130638,22.00555236259225
 0.28356424065326674,0.20102169644315943,1.3943866209101985,5.075475970354016,62.396894926795845,0.0,0.1778197005673672,5.623673849462753,14.48377525444666,19.583197123627222
 0.2926818544018412,0.2141566697402514,1.4406152376377706,5.070253906599187,62.53039106880051,0.0,0.17401351165649917,5.7466801886855166,14.641565840134282,17.306127462603957
 0.3015660880523817,0.22735526365804212,1.485619856135559,5.06567254622465,62.661667087443135,0.0,0.1703187291701381,5.871344888917417,14.776290652221043,15.164483216688657
 0.3102366002243919,0.24061687029697296,1.5295067206919353,5.06162308358786,62.79077363515498,0.0,0.16673129577431264,5.9976742539900805,14.890302343224498,13.149360584661192
 0.3187104512684702,0.25394087936937976,1.572367628732149,5.058019997904733,62.91775984873993,0.0,0.16324732665567157,6.1256745852215015,14.98565562745907,11.252650505487406
 0.32700255550884016,0.26732667827328016,1.614282516943271,5.054795139581105,63.04267340319944,0.0,0.15986310179437346,6.255352165543906,15.064156315277907,9.466920041435984
 0.3351260372835153,0.2807736521633802,1.6553214819808912,5.051893532347009,63.16556056348665,0.0,0.1565750575580548,6.386713283686457,15.127400257155266,7.785324523595517
 0.3430925146484273,0.2942811840194533,1.6955463798298631,5.049270336992431,63.286466234035316,0.0,0.15337977934670044,6.519764236585546,15.176804629005968,6.201532947084201
 0.3509123279180563,0.3078486547121737,1.7350121064162067,5.046888618123748,63.40543400637839,0.0,0.15027399458635282,6.654511332799929,15.213633400318283,4.709674009141845
 0.35859472559788,0.3214754430665472,1.7737676337898434,5.044717676542617,63.52250620474765,0.0,0.14725456603251197,6.790960898144323,15.239018239933229,3.304286067045685
 0.36614801702208466,0.335160925923012,1.811856856549912,5.042731786835495,63.63772392993772,0.0,0.14431848515672444,6.929119294136421,15.253975878760443,1.9802809116144398
 0.37357969869699104,0.3489044781963365,1.8493192892976893,5.040909229773923,63.751127101325004,0.0,0.14146286642909717,7.06899291130377,15.259422610927478,0.7329070868884547
 0.3808965596759181,0.3627054729323757,1.8861906459322813,5.039231542157661,63.862754497309034,0.0,0.1386849413159837,7.210588190116271,15.25618654031095,-0.44227581005695266
 0.38810477006231897,0.3765632813628138,1.9225033243455985,5.037682929153319,63.972643794073164,0.0,0.13598205310555786,7.353911616731782,15.245017955005066,-1.549425544925169
 0.3952099558249732,0.39047727295794327,1.9582868147182282,5.036249799507334,64.08083160282935,0.0,0.13335165151484474,7.498969743833129,15.226598201672072,-2.5924379669014606
 0.40221726242297695,0.4044468154775848,1.99356804561987,5.034920394619652,64.18735350567242,0.0,0.1307912880196368,7.645769188004798,15.201547321108299,-3.5749656752441616
 0.40913140921724184,0.4184712750202155,2.0283716791005437,5.033684490115594,64.29224408989931,0.0,0.12829861111399465,7.794316643938488,15.170430618265037,-4.500440006433014
