# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 1.0145559277603404,2.306611022096328,3.6474518917767527,0.4544805695613065,179.3197404369694,0.0,0.3756457664108457,2.662082444199025,78.41219543330212,-7.803881051232365
 1.0180807610291966,2.3194746250849674,3.649421691033189,0.5588347323661245,179.59600521985615,0.0,0.3752022116442982,2.6652294921652193,78.37669524050439,-10.071453056062936
 1.021618716095842,2.3323943946470096,3.6517619129324443,0.661461735712237,179.87314455687638,0.0,0.37468378945339476,2.6689171726880527,78.33319864149402,-12.29427683252709
 1.0251695913555252,2.345370959166753,3.6544692704585553,0.7624479397658595,-179.84888651286795,0.0,0.3740916229468534,2.6731419220848696,-101305.17260182386,-28551694.55023686
 1.0287331866216183,2.3584049536934906,3.657540644627482,0.8618751400166904,-179.5701327524258,0.0,0.3734268605505875,2.677900562711481,78.22262059174602,28449750.224740554
 1.0323093031119812,2.3714970198805596,3.660973075779292,0.9598208450590934,-179.29063871160184,0.0,0.37269067532734224,2.6831902867483297,78.1557428504232,-18.701220025422966
 1.0358977434373369,2.3846478059225396,3.6647637551772703,1.0563584884479245,-179.01044871149605,0.0,0.37188426422209864,2.689008641147491,78.08127618174166,-20.75182027003938
 1.0394975445480885,2.3978579664906294,3.669691786203038,1.3689731388351054,-178.72960682917534,0.0,0.3706930179002743,2.6976499467519646,78.01594412587883,-18.14879596200434
 1.0467052133596755,2.4244589813158344,3.690654429410166,2.908380470177629,-178.30682787270987,0.0,0.3383565092211463,2.9554625749682577,58.65682338037293,-2685.9059775865953
 1.050165515749436,2.4373220476733084,3.7173243574137516,7.707398082463789,-177.9242936732111,0.0,0.2739522382134567,3.650271326569068,110.54935563745765,14996.531057701908
 1.0536012732469278,2.4501531056785524,3.734564507131657,5.017859884026051,-177.72264213659957,0.0,0.27467496749576026,3.640666672748165,58.69201675575939,-15093.4223150374
 1.057012872339806,2.462952343652209,3.751682898607611,5.017703138592434,-177.52096086810462,0.0,0.27538884013904946,3.6312292084714817,59.116344858918566,124.37806776445599
 1.0604006898949312,2.4757199487950863,3.768681440227545,5.017549305220997,-177.3192560350515,0.0,0.2760937616531225,3.621957968236804,59.53828084631787,124.54507379271232
 1.0637650934916085,2.488456107180141,3.785561993107148,5.017398297955135,-177.1175338202373,0.0,0.2767896390641562,3.6128519961262464,59.957793117754235,124.69142282771071
 1.067106441739761,2.5011610037445307,3.802326372719209,5.017250034123235,-176.9158004210467,0.0,0.2774763809533369,3.6039103456815296,60.374849973251685,124.81693751258804
 1.070425084583859,2.5138348222817304,3.818976350449934,5.017104434825365,-176.7140620485024,0.0,0.2781538974711234,3.5951320800882005,60.78941965781243,124.92145254438769
 1.0737213635933818,2.5264777454337217,3.83551365508398,5.016961424160567,-176.5123249263711,0.0,0.2788221004251456,3.586516271397455,61.20147036963292,125.00480409276605
 1.0769956122405355,2.5390899546832473,3.8519399742255733,5.016820929550451,-176.310595290212,0.0,0.27948090324552993,3.578062001329224,61.610970301359544,125.06684001613199
 1.080248156165907,2.5516716303461453,3.868256955657007,5.016682881406518,-176.1088793864695,0.0,0.28013022102309254,3.5697683611136157,62.01788765065349,125.10741088530415
 1.0834793134326894,2.564222951563754,3.8844662086371,5.0165472125823465,-175.90718347154493,0.0,0.28076997062311937,3.5616344503675967,62.422190649176024,125.12637582791925
 1.086689394770076,2.5767440962953914,3.9005693051476795,5.016413859372776,-175.7055138108273,0.0,0.2814000704988677,3.55365937978336,62.823847598150095,125.12360490562358
 1.089878703806386,2.5892352413109165,3.9165677810819397,5.01628275971975,-175.50387667781928,0.0,0.28202044100539725,3.545842267443523,63.22282686074033,125.09896596657396
 1.0930475372924453,2.601696562183365,3.9324631373878725,5.016153854679092,-175.30227835314022,0.0,0.28263100421256354,3.5381822414922017,63.61909692192735,125.05234589647478
 1.0961961853157205,2.6141282332816704,3.948256841161285,5.016027087392237,-175.10072512362805,0.0,0.28323168394169224,3.5306784399370588,64.01262637877412,124.98362914423942
 1.0993249315056695,2.6265304277634622,3.963950326694324,5.015902403158913,-174.89922328139454,0.0,0.2838224059053323,3.5233300091661737,64.40338397561301,124.89271200527256
 1.1024340532307488,2.6389033175679555,3.97954499648204,5.015779749606916,-174.69777912288575,0.0,0.28440309761764926,3.5161361053261,64.79133862269396,124.77949767986237
 1.105523821787489,2.651247073408916,3.995042222186289,5.015659075966276,-174.49639894792406,0.0,0.2849736885089957,3.5090958931404406,65.17645942196917,124.64389879141522
 1.108594502582026,2.6635618647677206,4.010443345564708,5.015540334188508,-174.29508905882378,0.0,0.2855341098862448,3.5022085466370183,65.55871566280523,124.48582787116737
 1.11164635530446,2.6758478598865034,4.0257496793569025,5.015423476919127,-174.09385575939362,0.0,0.2860842948648606,3.4954732501914383,65.93807687734055,124.30521687585906
 1.1146796340963776,2.688105225761388,4.040962508143066,5.015308459841842,-173.892705354062,0.0,0.2866241786408176,3.488889195398786,66.31451281947089,124.10199258089142
 1.1176945877118758,2.700334128135817,4.0560830891616035,5.01519523909465,-173.69164414688981,0.0,0.28715369826612336,3.4824555840239855,66.68799351958128,123.87610150635645
 1.1206914596723845,2.7125347314939687,4.071112653101456,5.0150837733158395,-173.49067844069396,0.0,0.2876727926830829,3.4761716277481214,67.05848926616572,123.62748608103277
 1.1236704884155848,2.7247071990542713,4.086052404860597,5.014974022402895,-173.2898145360821,0.0,0.2881814029193808,3.470036545972925,67.42597065245711,123.35610629141402
 1.1266319074386966,2.73685169276301,4.100903524276657,5.0148659477628685,-173.08905873054906,0.0,0.2886794719382661,3.464049567798327,67.7904085731517,123.06192330447116
 1.1295759454363947,2.748968373288032,4.115667166828528,5.014759511736558,-172.88841731755267,0.0,0.28916694469970616,3.4582099314237977,68.15177424791295,122.7449085384763
 1.1325028264335995,2.761057400012548,4.1303444643158995,5.014654678953049,-172.68789658560144,0.0,0.2896437681681172,3.452516884187104,68.51003923381697,122.40504012502254
 1.1354130240384526,2.7731189310290336,4.1445745802180065,4.889742153033356,-172.4875028173397,0.0,0.29010989137416743,3.4469696819480595,68.85916197840652,119.96530545119757
